number,year,type,Luminance,Contrast,Structure
15660,2013,Crime,90.089393,66.1691308,94.92983829
15661,2012,Crime Action,114.0209259,63.87789949,86.87421609
15662,2014,,51.4869856,64.92357533,59.84278146
15663,2014,Comedy,128.4026337,56.68272472,104.444463
15664,2017,Suspense,90.40126543,83.64852629,101.6253076
15665,2019,Revolution,75.77980453,54.70495894,85.44001445
15666,2017,Comedy Action Romance Crime,68.03896091,61.42637832,91.93879006
15667,2017,Action Sci-Fi,106.5146811,66.73000086,75.32674635
15668,2024,Historical Legend Ancient Costume,142.7334465,68.05993507,98.9705333
15669,2020,Action Romance Crime,66.97921811,61.81895361,77.42324158
15670,2011,War,112.1539815,74.42804921,111.8236413
15671,2009,War,89.32894033,55.96122645,78.63113256
15672,2017,Comedy Suspense,187.8609774,93.67678905,62.59109801
15673,2007,Romance,181.0606893,76.57080957,170.1170547
15674,2001,,,,
15675,2008,Modern City,103.0515329,77.38987323,100.2450342
15676,2005,Spy Warfare War,,,
15677,2006,Family,140.6196708,97.02905053,91.48764797
15678,2009,Family,109.4532922,65.20105941,72.97456889
15679,2007,Comedy War,54.64997942,43.72248242,94.77044036
15680,2004,Comedy Romance,188.9356893,72.20226156,108.2975786
15681,2011,Family Romance Modern City,117.6434774,67.63405276,63.67668916
15682,2016,Ancient Costume,109.2517284,84.0250049,153.8693145
15683,2015,Revolution,93.1438786,67.20450707,98.52657377
15684,2018,Rural,106.6526955,63.42703965,125.6708211
15685,2022,Comedy Rural,93.93329218,44.22258671,59.20152675
15686,2024,Romance Ancient Costume,196.5216461,45.47131444,80.4364481
15687,2021,Comedy Romance,140.6613374,74.78697552,100.0491143
15688,2014,Romance,215.6015123,60.16506995,93.7277493
15689,2018,Animation Children,123.9004321,65.42961006,92.26104492
15690,2022,Comedy,67.44269547,46.77751548,97.44368087
15692,2009,Family,59.65263374,67.24432002,75.26032013
15693,2005,Comedy,104.465823,89.59395179,215.6161176
15694,2016,Historical Legend,114.8415947,77.56359438,114.9792337
15696,2023,Sci-Fi,52.02858025,37.05403109,39.48985391
15697,2013,Romance Modern City,164.2991255,62.58541965,111.4394283
15698,2010,Revolution War,108.5842798,53.49845057,78.97016076
15699,2011,Family Romance,167.1753395,89.00357293,131.7440645
15700,2021,Modern City Romance,176.2680658,55.9078439,46.46952828
15701,2020,Romance Ancient Costume,165.0775,49.67656182,56.20910559
15702,2005,Wuxia Ancient Costume,101.4681687,56.64669469,74.41798053
15703,2022,Rural,142.7941667,70.58342107,85.86880947
15704,2020,Myth and Fantasy Ancient Costume,179.5986317,63.22398458,80.20745604
15705,2009,Family,138.4071296,90.93122959,118.07558
15706,2018,Romance Youth Idol,200.824537,60.3662553,67.22308408
15707,2015,Modern City,72.47951646,66.34125962,71.87558335
15708,2002,Crime,108.4350617,85.58380451,103.3068062
15709,2001,Wuxia Ancient Costume,156.3248354,66.24886983,78.36793623
15710,2008,Romance,126.2327263,86.72051595,114.8052459
15711,2009,Romance War,93.19808642,55.37942302,102.2591866
15712,2012,War,71.76845679,67.34602457,72.94870948
15713,2017,War,137.1184774,57.43308753,107.4975596
15714,2016,Family,117.0778601,66.86398552,54.44749118
15715,2018,Modern City,162.7698354,62.96334347,119.9890847
15716,2018,Comedy,122.9263683,66.13283179,120.9019461
15717,2021,Suspense,50.8468107,58.23628568,109.4346051
15718,2023,Romance Comedy Ancient Costume,142.5729527,67.29077333,114.335744
15719,2010,Myth and Fantasy Animation,168.3193004,52.30435722,94.90372309
15720,2006,Animation Children,127.013714,59.08801891,143.7528272
15721,2015,Modern City,213.8429321,65.77006595,82.86547462
15722,2012,War Historical Legend,68.26832305,36.3759096,71.39437101
15723,2005,Comedy Ancient Costume,116.8492901,58.2397243,103.9593439
15724,2020,Ancient Costume Romance,181.9184671,64.92084773,80.92043792
15725,2014,Family Modern City,126.5345988,72.78915345,135.2272458
15726,2017,Comedy Time Travel,73.9412037,81.93246573,106.8896257
15727,2009,Modern City,142.8837346,61.4067441,118.2702767
15728,2011,Family Modern City,140.3171708,81.58297923,124.2275449
15729,2010,Animation,121.0742078,69.69645634,194.9334905
15730,2017,Comedy,170.4112757,76.27640896,107.0398493
15731,2016,,113.164321,77.81479222,95.54363348
15732,2015,Modern City Family,147.1150412,78.04121099,140.783149
15733,2023,Romance,88.29388889,75.83312269,81.19873966
15734,2023,Action Crime Suspense,76.48396091,57.52933882,85.05764907
15735,2020,Crime,81.21691358,70.02871505,107.7968707
15736,2017,Comedy Romance,170.183642,79.92572516,105.7761361
15737,2004,Ancient Costume Comedy,114.1098663,74.4776294,139.5682879
15738,2016,War,174.9575617,58.31902963,156.1850077
15739,2001,Ancient Costume,72.26374486,58.98406343,99.4280477
15740,2012,Animation Sci-Fi Children,80.51955761,74.22477588,143.9964947
15741,2014,Animation,81.65116255,68.62011839,101.3187676
15742,2016,Animation Children,78.66574074,67.6813625,118.0851855
15743,2017,Animation Children,106.6632716,68.23823154,152.9916984
15744,2015,Animation Children,88.73400206,70.59573132,123.8427974
15745,2017,Animation Children,104.9996399,72.61600447,146.5188788
15746,2017,,169.9595782,63.34955398,108.6255265
15747,2020,Historical Legend,127.6795267,53.477937,111.2307551
15748,2020,Modern City Youth Idol,148.5581687,36.17380613,68.29132121
15749,2016,Comedy,119.3318519,114.1151843,95.48142261
15750,2003,Family,199.9199794,68.53057814,86.64683929
15751,2009,Historical Legend,114.6894239,55.56899489,107.8873095
15752,2012,Ancient Costume Romance,145.9775412,65.2872425,79.44865813
15753,2022,Ancient Costume Inspiration,186.2105247,48.50190983,66.33304986
15754,2016,Youth Idol,131.3890123,65.59586886,117.6712071
15755,2009,Action,130.2384979,93.52545114,98.90066029
15756,2000,Modern City,185.425144,69.94819139,90.92321915
15757,2014,Sci-Fi Suspense Animation,159.2955453,72.15110565,149.2919989
15758,2021,Romance,210.2175206,46.55670886,52.63838891
15759,2023,Ancient Costume Romance,117.3706893,55.00556525,79.79678374
15760,2001,Crime Suspense,169.6096399,97.00828767,89.89435706
15761,2015,Animation Children,180.0111008,70.75146794,124.1209546
15762,2016,Children,137.4737449,61.6091506,45.49284851
15763,2016,Animation Children,129.7697428,81.61674473,67.20264366
15764,2020,Romance Ancient Costume,189.3866667,55.25938569,68.17827404
15765,2005,Romance Family,116.1694239,60.97004965,56.65789692
15766,2008,Family,114.8982202,75.35709926,108.3640256
15767,2009,Suspense,66.53264403,63.71955276,110.3276773
15768,2002,Myth and Fantasy Ancient Costume,162.0889198,67.9203881,129.0600449
15769,2009,Romance,172.4304218,76.21648811,105.6654812
15770,2005,Romance,162.8111317,78.83122585,91.13677411
15772,2005,Comedy,143.1343107,79.36096518,138.668119
15773,2004,Ancient Costume,128.3209568,52.63016219,118.0124355
15774,2009,Romance,90.50688272,58.26925329,76.83234778
15775,2012,Romance,104.9900103,57.92269658,140.6252012
15776,2014,Suspense War,75.65306584,68.18721555,112.2623318
15777,2018,Crime,151.6622634,76.43042768,112.5761523
15778,2018,Wuxia Ancient Costume Action,105.1344547,61.91999383,110.1182351
15779,2016,Revolution,84.35874486,55.81086434,99.37719439
15780,2014,Animation Children,153.5478704,63.28602499,106.6297758
15781,2012,Animation,113.4400823,81.13050029,93.48799989
15782,2012,Animation Children,149.2038477,60.84658616,80.9998744
15783,2012,Animation Children,195.5303704,67.31808243,142.5920584
15784,2013,Animation Children,157.4339403,60.33687288,60.04776136
15785,2014,Documentary,174.9208025,65.45119552,59.74648821
15786,2017,Ancient Costume Sci-Fi,143.4872222,66.29745432,116.4776345
15787,2013,Animation Children,156.3923457,68.19627247,70.33544108
15788,2021,Ancient Costume,95.08914609,60.41079235,92.44835794
15789,2022,Romance Ancient Costume,109.8243416,46.35231124,98.57478436
15790,2018,Modern City,165.0908436,45.80176734,33.04276214
15791,2006,Romance,93.44398148,67.87068533,94.34236542
15792,2021,Romance,167.2468827,56.22256282,72.2111031
15793,2009,Modern City,56.92691358,61.45876389,82.76966658
15794,2015,Comedy,95.62647119,67.73330594,102.8028432
15795,2019,Modern City,162.4390226,67.7835845,61.34871462
15796,2007,Family,116.6944033,75.29601382,103.4361907
15797,2015,Modern City Romance,110.439928,79.99087958,104.0735846
15798,2019,Modern City Youth Idol,97.07859053,69.56800302,86.80689728
15799,2018,Modern City,162.1359568,62.12798637,85.51905651
15800,2004,Crime,106.1468004,72.379102,101.8000814
15801,2021,Rural,135.2054835,56.11467617,53.0782294
15803,2008,Comedy Family,124.138714,72.0002181,115.0505323
15804,2006,,127.2397016,85.87959979,82.87573971
15805,2004,Family,,,
15807,2003,Crime,115.1146296,63.99544888,139.8743358
15808,2010,Military Crime,108.3329733,69.39788501,111.1351758
15809,2022,Crime,115.0816358,69.56374961,74.11004675
15810,2021,Modern City,115.7122016,74.41201692,70.02305855
15811,2007,,99.71542181,78.51685262,71.27539032
15812,2001,Action,121.5395782,77.3480274,114.0106793
15813,2010,Inspiration,91.08630658,68.23268958,101.7963559
15814,2008,Suspense,35.55871399,47.48150874,64.88527795
15816,2002,Family,,,
15817,2000,Suspense Wuxia,,,
15818,2004,Wuxia Ancient Costume Myth and Fantasy,130.6305144,79.38207085,101.7636959
15819,2001,Ancient Costume,164.4840741,60.7364352,86.06052095
15820,2007,,85.61865226,65.27165925,96.7505757
15821,2006,Action Historical Legend Ancient Costume,107.6492387,61.35376716,110.8151748
15822,2003,Suspense Crime,44.5326749,72.26491318,97.78627972
15823,2010,Suspense,75.47200617,54.62192442,98.81659122
15824,2010,Suspense,46.46076132,49.17643849,66.71063138
15825,2005,Crime Modern City,78.65738683,76.23219136,114.8271293
15826,2001,Wuxia Ancient Costume,148.913786,68.0714888,105.0342647
15827,2000,Wuxia Ancient Costume,154.7269856,68.48325154,85.69581868
15828,2008,Crime,175.979537,69.28782251,97.97306911
15829,2007,Action,80.2454321,61.15544074,77.05011781
15830,2008,Historical Legend,68.21451646,58.68402294,93.78986889
15831,2009,Modern City,106.2643004,65.91353515,107.7634654
15832,2011,Inspiration Modern City Romance,130.6527572,63.45831413,97.04593138
15833,2011,Historical Legend,134.0756584,63.76360902,117.0092763
15834,2012,Family,159.3437346,95.57238087,98.15934215
15835,2012,Romance Comedy,137.8684671,77.4704968,103.5344698
15836,2013,Modern City Romance,58.78207819,46.12578927,61.7210672
15837,2017,Romance,70.52558642,45.63126324,66.59799943
15838,2014,Modern City,80.60337449,66.73574564,140.7060462
15839,2016,Crime,99.07240741,87.9241107,93.82039414
15840,2018,War,137.1117387,62.19148343,87.90959126
15841,2018,Revolution,55.69711934,38.11923966,71.87714697
15842,2016,,107.9035494,53.82097523,89.22760777
15843,2017,Crime,19.38470165,33.49382565,34.76899462
15844,2017,Action Romance Crime,75.77960905,60.14408153,103.6205661
15845,2019,Historical Legend,145.6680658,53.20751425,98.44298299
15846,2018,Youth Idol,94.56849794,77.4732241,123.9382891
15847,2018,Youth Idol,148.640751,81.68587972,112.6204505
15848,2007,Historical Legend,60.88615226,56.31195045,76.4992155
15849,2003,Modern City,116.2671914,65.31780473,72.36613693
15850,2020,Rural,162.2740123,71.62633375,114.8689749
15852,2005,War,154.1942387,72.81442184,153.7753161
15853,2014,Historical Legend,144.7440123,64.40707142,85.74653735
15854,2009,War,149.4411111,58.44146617,76.02033648
15855,2004,Historical Legend,127.0667695,48.50643594,82.90195049
15856,2022,,97.164393,45.72858492,101.7890236
15857,2018,Revolution,68.20050412,50.65556138,92.41000081
15858,2024,War,76.55846708,41.67034055,77.33234256
15859,2008,War Historical Legend,121.9005247,58.36829333,102.8839186
15860,2000,Modern City,139.3727778,59.0312011,102.4563471
15861,2008,Modern City,152.3893107,54.51937239,85.8099084
15862,2013,Modern City,134.4017798,72.41493309,97.31487831
15865,2019,Youth Idol Romance,177.2228189,61.31151972,120.0429085
15866,2010,Modern City,135.6336523,74.83804831,129.7026674
15867,2008,Myth and Fantasy Romance,83.89424897,65.46266033,97.28968885
15868,2002,Romance,169.3124383,67.57792717,41.74533884
15869,2002,Family Romance,135.5791255,74.27656398,96.39029939
15870,2003,Animation,150.1132099,79.63689331,70.90849898
15871,2015,Family Romance Modern City,132.3847942,72.40634208,43.78647374
15872,2008,Suspense,70.60286008,71.29342238,84.09339257
15873,2014,Romance,147.8896193,70.35490445,83.16155271
15874,2016,Myth and Fantasy,106.1705658,70.82140518,145.1259399
15875,2022,Romance,209.4076543,44.56672658,46.54002477
15876,2022,Modern City,63.11421811,41.7811777,80.87095827
15877,2006,,251.211358,14.53026849,13.14053753
15878,2017,,180.8118621,53.39371471,86.65770458
15879,2023,,147.6466358,61.45373314,94.67549938
15880,2000,Modern City,,,
15881,2013,Modern City,182.1747119,73.48391926,112.6596646
15882,2018,Romance Revolution,194.9181173,50.01753183,38.57749866
15883,2016,Inspiration,,,
15884,2006,Historical Legend,101.3578086,59.97742981,101.6024575
15885,2003,Historical Legend,165.4785802,92.84117624,127.6207484
15887,2008,Inspiration,121.2534877,84.20882878,113.9941843
15888,2006,War,118.2712037,88.69428813,143.883166
15889,2010,Family,152.4134053,80.36072218,128.8199095
15891,2006,Family,106.2948868,66.98527022,132.2220758
15892,2007,Crime,98.41953704,75.96392545,122.5260459
15893,2005,Inspiration,163.4090226,69.64790192,109.2667427
15894,2003,Crime,65.77722222,45.51546293,62.42377801
15895,2004,,119.4061626,76.43099312,108.5283274
15896,2003,Family,118.0382819,86.14525527,80.57670396
15897,2006,Romance,93.82657407,90.94201141,90.15351708
15898,2003,,215.1742695,61.55590913,77.70660441
15899,2014,Family Rural Inspiration,72.73890947,57.62417689,53.99092962
15900,2015,Family,200.9923457,49.177041,71.22285253
15901,2017,,218.3196605,32.87024666,37.46732019
15902,2019,Modern City,164.8633951,57.28692927,90.18813735
15903,2020,Documentary,,,
15904,2007,Family Comedy,155.3696914,75.7794911,111.2824736
15905,2017,Suspense,77.39701646,68.75186516,101.9243634
15906,2008,Family,97.3375,55.59039845,89.84910535
15907,2017,Crime,46.91742798,53.18756539,97.54631804
15909,2014,Modern City Comedy,148.2579218,63.19720946,103.8632545
15910,2017,Inspiration Romance,126.8804938,73.27660276,49.56411635
15911,2009,War,111.9821605,70.91383088,131.6163247
15912,2006,Suspense,60.17618313,39.03705292,53.44823971
15913,2005,Suspense,130.313035,62.01009229,108.7474272
15914,2020,Romance Ancient Costume,203.1164095,39.58820046,67.72065146
15915,2008,Historical Legend,40.36138889,60.19887621,103.5110492
15916,2000,Romance,54.07229424,63.77316419,79.14399952
15917,2008,Romance Military,100.1090329,52.19592447,91.77155911
15918,2018,,134.9482716,92.75200174,109.5931277
15919,2009,Family,145.3220062,49.78015914,81.70977337
15920,2002,Wuxia Ancient Costume,64.68201646,83.11691935,98.76428864
15921,2017,Ancient Costume,168.0460391,71.191769,82.3688084
15922,2017,War,101.3430556,89.85774422,101.547187
15923,2018,Ancient Costume,125.8054115,72.44781005,119.4233976
15924,2021,Comedy Romance Suspense,82.17114198,61.66555388,82.4122381
15925,2019,Historical Legend,118.0761317,60.99732206,120.5420062
15926,2009,Youth Idol,145.6096708,84.33262034,138.3962029
15927,2015,Military,80.75899177,55.31481694,88.99278595
15928,2015,Comedy Romance,122.3109671,83.56029111,131.3685646
15929,2018,Youth Idol,183.4326955,81.98418168,127.9078464
15930,2018,Youth Idol,152.6816049,70.0896293,104.0242316
15931,2018,Youth Idol,157.0526852,70.36734588,101.7241629
15932,2019,Revolution,128.9083745,57.85016014,124.3116366
15933,2006,War,139.9393724,83.86974197,140.2124397
15934,2002,Modern City,,,
15935,2003,Modern City,150.9648148,40.03574248,83.57592323
15936,2004,,206.10893,68.49589356,76.90284499
15937,2009,,156.074177,90.37558902,123.4499102
15938,2007,Romance,98.10645062,82.31520665,63.05781107
15939,2008,,,,
15940,2001,Youth Idol,114.8481481,66.46400234,115.952885
15941,2013,War,97.23768519,56.93863636,105.4168529
15942,2018,Revolution,39.57675926,56.23911868,52.61238834
15943,2019,Modern City,96.62702675,66.75813676,95.19273975
15944,2014,Romance,186.3394444,68.16512558,89.57735424
15945,2005,Military,90.75190329,78.75874516,144.8565705
15946,2008,Suspense,125.0585185,82.34240311,126.9802443
15947,2019,Modern City Romance,182.0183025,71.26917361,74.13834937
15948,2022,Modern City,167.6312963,65.51483814,94.49064303
15949,2022,Modern City Suspense,91.54441358,56.77094746,75.24370504
15950,2023,Modern City Romance,114.0951337,58.56589684,55.96645573
15951,2024,Action Comedy,162.5587654,69.94599874,98.01180653
15952,2018,Youth Idol,160.1225926,53.73968608,80.67070832
15953,2022,Ancient Costume,169.4448868,65.44496893,112.6388272
15954,2019,Comedy Ancient Costume,157.2336008,53.86069555,104.259809
15955,2000,Romance,126.8003601,68.58777748,58.73984576
15956,2006,Romance,181.344465,69.00943967,73.72312577
15957,2002,Family,169.6222222,72.09447363,72.35146765
15958,2001,Romance,145.2794856,61.45786769,73.81723758
15959,2008,Romance,148.1073868,79.4776752,90.60634165
15960,2016,Youth Idol,202.1518313,47.3348045,86.4369169
15961,2017,Sci-Fi,156.2635905,71.59388204,58.88897144
15962,2009,Family,86.16460905,78.03933905,98.9639847
15963,2021,Revolution,129.0859156,65.78356671,91.20826287
15964,2021,Comedy,142.9820267,53.07595609,81.58272061
15965,2004,Romance,176.0562037,71.21234518,89.58485059
15966,2007,,94.55308642,66.59968905,126.6691333
15967,2009,Modern City,100.0180453,72.28475458,118.6045065
15968,2012,Family Comedy Modern City,115.5728807,65.49838292,143.4459256
15969,2013,Romance War,104.8691358,56.85695568,120.7766167
15970,2015,Romance Youth Idol,198.1956379,73.33418039,88.19511275
15971,2015,Ancient Costume,137.1494342,59.74754403,79.68091175
15972,2020,Crime,121.0945885,61.29433898,74.75727026
15973,2013,Crime,129.6218724,55.83856013,102.8978846
15974,2012,Family Modern City,128.5809979,52.71794935,98.24837719
15975,2002,Action Comedy,116.7186111,96.63155496,102.6556425
15977,2023,Ancient Costume,56.2400823,60.83221219,101.7208711
15978,2022,Revolution,142.135679,59.10201412,72.41860304
15979,2012,Family Romance,98.50245885,71.19586294,70.82739337
15980,2011,Animation,121.0609362,66.51253773,160.9440715
15981,2012,Inspiration Action,99.29518519,63.06347728,41.6285955
15982,2005,Action Animation,157.9943313,73.19525665,121.7451948
15983,2016,Modern City Inspiration,184.1628601,72.63876757,104.3381353
15984,2017,Animation,45.24994856,51.92953188,74.02483593
15985,2019,Youth Idol,90.60648148,69.11605287,106.7903417
15986,2023,Modern City,76.41941358,55.48856616,40.17328513
15987,2021,Comedy Romance,165.9971502,60.09166987,71.01273642
15988,2010,Family Romance,143.9710185,64.95664884,90.87103749
15989,2003,,133.1282099,71.5468732,129.2373366
15990,2001,Animation,,,
15991,2000,Animation,,,
15992,2017,Modern City Romance,183.60107,68.49887244,80.12000625
15993,2003,Suspense,58.70047325,66.69311016,94.66876152
15994,2007,Suspense,110.3283333,71.08498967,115.6431374
15995,2015,Modern City,126.280751,70.11511182,115.7425063
15996,2023,Modern City,116.765823,51.07381929,99.9597182
15997,2013,Historical Legend Ancient Costume,95.33740741,75.40220115,129.4712742
15998,2015,Ancient Costume Historical Legend,88.64195473,69.35552955,69.78795497
15999,2014,Documentary,203.5688169,31.09764816,21.9848404
16000,2019,Ancient Costume,95.969393,60.3202779,110.2691033
16001,2018,Revolution,126.6285185,62.0891572,84.67320527
16002,2000,Myth and Fantasy Drama,100.3417181,82.61062398,117.1026608
16003,2018,,116.9444444,66.47850267,102.5309561
16004,2005,Romance,,,
16005,2014,Comedy,117.1638066,77.24185255,146.7414092
16006,2020,Romance,82.30360082,66.93406487,99.70140526
16007,2004,Romance,210.9375617,63.46255126,125.609383
16008,2007,Romance,180.3586934,51.7583936,116.4020431
16009,2012,Romance Youth Idol,162.0852778,65.10242343,103.2680884
16010,2017,Modern City Romance,203.8766564,66.79478186,61.15768709
16011,2013,Romance,196.7839918,66.50097146,88.59914961
16012,2008,Comedy,108.4315329,72.62232524,117.4071474
16013,2015,Time Travel Comedy Ancient Costume,183.7598765,71.62039875,101.4774635
16014,2020,Modern City,155.7603395,45.57606992,93.75886565
16016,2017,Revolution,116.6644753,63.56733206,163.9041462
16017,2007,Family,142.3090021,89.37103142,127.1588946
16019,2006,Romance,40.94593621,50.21522187,75.67984359
16020,2011,Family,137.0842284,74.0476709,105.1757703
16021,2009,Modern City Comedy,125.3463374,74.09965449,122.0199011
16022,2020,Revolution Spy Warfare,110.6297428,77.93394374,90.92694115
16023,2013,Revolution Spy Warfare,109.718714,66.83529509,105.9400042
16024,2008,Comedy Family,119.5925823,69.63467063,136.4531194
16025,2022,Romance,33.71199588,42.85091963,42.41694003
16026,2022,Modern City,129.7728909,75.57739061,96.48885604
16027,2024,Modern City,104.5994547,87.44251107,92.09932625
16028,2019,Romance,196.2532305,53.86796434,59.92846842
16029,2008,Romance,141.4857819,81.09033856,101.3246046
16030,2002,Crime Suspense,78.06219136,70.13380679,99.03852615
16031,2003,,124.4334259,99.53862554,117.0325694
16033,2006,Family Romance,119.563714,52.62570072,88.15420663
16034,2012,Romance,150.2614506,50.49924405,118.9613867
16035,2011,Family Romance,84.91252058,55.89026038,81.48491536
16036,2001,Romance,81.20795267,51.36244101,67.30606521
16037,2003,Ancient Costume,132.6958539,70.86678263,105.0267339
16038,2002,Romance Modern City,131.5495576,79.68923213,62.06643725
16039,2006,Modern City,92.34444444,81.6387129,137.0829164
16040,2005,Modern City,79.46744856,71.1401851,116.433298
16041,2007,,114.0977366,65.5175635,112.3721015
16043,2002,Suspense Romance,151.8657407,60.25228732,105.0601565
16044,2020,Romance,107.9444342,75.21169088,123.3836432
16046,2010,Romance,123.4930144,58.78889302,103.244871
16048,2002,Modern City,139.0080453,51.79672497,113.9766344
16049,2013,Romance Time Travel,133.0749074,50.96465426,70.49072545
16050,2005,Romance,173.2336523,52.36817435,82.54228601
16052,2015,Modern City,47.90591564,51.17154545,66.02926584
16053,2002,Family,111.4132716,65.86409509,78.8226412
16054,2006,Romance,114.3351749,50.46644521,81.33246703
16055,2004,Romance,95.27265432,65.62450157,79.45584551
16056,2006,Family Romance,118.9235185,52.86793756,87.23406881
16057,2002,Suspense Family Romance,102.0885185,69.46571055,99.70102558
16058,2009,Modern City,99.01284979,78.9284097,76.19742749
16059,2014,Romance,160.4642181,71.20846833,139.1242143
16060,2007,Romance,145.0978807,73.51728883,121.6511122
16061,2004,Romance,144.6641358,75.85930361,105.4989703
16062,2010,Family Modern City,75.37539095,54.86403853,89.76138542
16063,2012,Romance War,90.34375514,66.15991656,73.26983969
16064,2000,,,,
16065,2006,Romance,139.2698971,87.10724927,111.7303722
16066,2014,Crime,132.3172325,74.18624233,136.0148184
16067,2000,Ancient Costume,,,
16069,2018,Modern City Suspense,137.0173765,61.36570969,89.02155199
16070,2020,Suspense,56.4243107,56.03000401,85.57292817
16071,2003,Ancient Costume Comedy,127.5338477,72.61197785,129.442191
16072,2009,Comedy Rural,80.36177984,60.57337344,70.55407508
16073,2009,Comedy Rural,117.5836317,77.37481448,159.2981094
16074,2008,Ancient Costume Comedy,163.5404218,87.38789616,138.5876201
16075,2010,Ancient Costume Comedy,115.6746502,67.5440185,118.2294124
16077,2004,Documentary,173.3978807,58.63687799,96.81827606
16078,2012,Ancient Costume Romance,154.5721914,62.55170038,103.3478047
16079,2017,Modern City Rural,176.1197942,77.22182848,71.9152164
16080,2021,Comedy,205.3413169,39.03037127,63.84148506
16081,2021,Ancient Costume Romance,149.428179,66.63824121,79.83281314
16082,2018,Myth and Fantasy,45.62090535,55.29739677,94.70876281
16083,2020,Ancient Costume,150.8216667,64.34343655,60.53697001
16084,2001,Romance,151.4403189,62.53960488,78.79192396
16086,2023,Modern City,214.06393,38.31434242,70.64164997
16087,2002,Modern City Romance,77.68584362,70.67937218,84.13134492
16088,2007,Comedy Ancient Costume,73.78259259,79.19224614,151.5975083
16089,2001,Myth and Fantasy Ancient Costume,136.4780658,55.99013372,100.1864802
16090,2021,Inspiration,134.5522016,72.29231664,87.53688636
16091,2022,Inspiration,140.1714918,88.28286739,98.52447678
16092,2018,Modern City,164.1803189,69.88928447,71.88702059
16093,2016,Myth and Fantasy Ancient Costume,100.3647222,47.99143498,84.09839581
16094,2020,Ancient Costume,189.3816564,54.30241704,80.69485363
16095,2019,Comedy Romance,135.591358,47.38920007,70.65700627
16096,2003,Romance,96.5333642,70.29627087,101.2811206
16097,2009,Historical Legend Suspense Spy Warfare,97.59378601,80.51226954,134.5557954
16098,2020,Modern City,179.145751,66.16790326,118.5189865
16099,2022,Suspense Crime,94.47764403,61.46490579,94.07306647
16100,2023,,134.5739815,71.46479061,72.86415792
16101,2022,Romance,162.5489506,56.56855405,69.39977778
16102,2022,Modern City,146.4440638,67.15855233,126.0884397
16103,2010,Historical Legend Historical Legend War,112.6875,60.87128216,97.42216694
16104,2013,Historical Legend,150.6913889,68.54896448,108.2590571
16105,2019,Action Ancient Costume Wuxia,202.2121605,60.53847082,88.93935419
16106,2015,Action Wuxia,55.46412551,58.52787427,97.44450528
16107,2019,Youth Idol Ancient Costume,147.9467284,63.20698867,88.34108408
16108,2009,Romance Youth Idol,149.3233951,74.09458603,146.8110577
16109,2011,Spy Warfare,62.10652263,68.70449943,119.4235121
16110,2017,Rural,158.5185494,60.91445619,107.0758811
16111,2004,Wuxia Myth and Fantasy Ancient Costume,75.05479424,55.58337379,91.53760219
16112,2004,,98.49828189,82.92007876,110.5396456
16113,2012,Youth Idol Inspiration,83.321893,56.6182786,118.1520605
16114,2014,Romance Modern City,170.0166564,63.15270066,77.77779255
16115,2006,Romance,158.0018004,57.02667673,90.34307828
16117,2015,Historical Legend,156.0674588,83.20108078,66.64122097
16118,2012,Modern City,101.3822119,77.40881982,77.31041359
16119,2017,Romance Youth Idol,74.48030864,67.82703404,118.3179823
16120,2006,War Historical Legend,103.906286,76.72524113,93.87408607
16121,2022,Rural,121.5353292,66.20358477,81.79548508
16122,2023,Modern City,165.0794136,49.24522997,81.96165405
16123,2016,Modern City Romance Youth Idol,147.4034156,77.45535082,86.1802356
16125,2021,Modern City,196.0075103,53.36864615,76.15598214
16126,2021,Inspiration Youth Idol,164.715751,93.56124331,67.4414571
16127,2013,Youth Idol Modern City,214.3555144,63.91733753,58.43523823
16128,2011,Military,109.0038272,53.14569699,101.7922891
16129,2011,Modern City,102.9040329,70.56825905,113.6409421
16130,2020,Modern City,36.37282922,40.809953,68.68406086
16131,2016,Youth Idol,189.2585905,68.40327821,77.54868884
16132,2012,Family Modern City Youth Idol,164.5491255,63.74333415,66.39410253
16133,2010,Family,154.3892695,79.07369045,104.3161348
16134,2016,Comedy,205.9516667,68.35058386,95.76341678
16136,2018,Crime,119.5903909,68.66799021,118.0303143
16137,2009,Youth Idol,197.8438683,65.15007434,85.98101803
16138,2017,Rural,137.633858,62.39833743,119.3258669
16139,2014,Comedy Youth Idol,195.2356276,57.87403915,102.688008
16140,2002,Romance,152.9717901,77.51699088,125.8995686
16142,2010,Family,85.098107,58.85440626,73.59495676
16143,2001,Romance,89.67884774,73.63693683,91.61564717
16144,2004,,129.6583025,62.37128806,91.8669896
16145,2016,Comedy,196.2169547,68.20823545,115.7398099
16146,2005,Romance,133.0180144,72.06664507,111.6046353
16147,2011,Historical Legend,100.2772634,64.11184894,97.93328744
16148,2015,War,101.3134362,68.1346963,122.8060736
16149,2016,,155.4516461,54.02670491,90.67094428
16150,2011,Wuxia Romance,91.18449588,50.49717248,116.4951036
16151,2011,Ancient Costume,75.81832305,61.61951006,110.9668858
16152,2017,Ancient Costume,80.22030864,53.33209627,106.6799877
16153,2018,Ancient Costume Suspense,81.64319959,67.8963299,113.1386741
16154,2021,Ancient Costume Romance Comedy,145.1306173,51.01937033,61.54958368
16156,2011,Ancient Costume Historical Legend,99.08883745,59.48991856,137.6503701
16157,2004,Historical Legend,115.7424074,47.8174702,72.78954418
